config	trial	R_a	K_b	R_b	Rdone_b	S	S2	P	W	newer_at_S2	discarded	player_pid	rc	killed_by_sig	alive_s	player_log_sig	audible_s	p_start_ts	p_end_ts	hook_b_target	hook_b_result	worker_claim_target	worker_claim_result	S_b	ordering
C8_orphan	6	1787693535.943404452	1787693537.411397154	1787693537.535419217	1787693537.544726204	1787693535.958030	1787693536.964726	1787693537.975638	-	0	0	62496	-	-	-	0	2.5013	1787693538.032211	1787693540.533477	62420	esrch	62420	ESRCH	1787693539.885584	P<death<W (worker died in window)
C8_orphan	7	1787693546.616275035	1787693548.058114974	1787693548.190094865	1787693548.211442073	1787693546.627200	1787693547.634323	1787693548.645817	-	0	0	62614	-	-	-	0	2.5037	1787693548.708057	1787693551.211770	62543	esrch	62543	ESRCH	1787693550.509541	P<death<W (worker died in window)
C8_orphan	8	1787693557.287987127	1787693558.735068537	1787693558.862580328	1787693558.881323885	1787693557.299919	1787693558.306757	1787693559.315418	-	0	0	62735	-	-	-	0	2.5016	1787693559.362017	1787693561.863649	62662	esrch	62662	ESRCH	1787693561.180629	P<death<W (worker died in window)
C8_orphan	9	1787693568.008755265	1787693569.474675646	1787693569.608073446	1787693569.627972246	1787693568.025985	1787693569.034277	1787693570.043421	-	0	0	62871	-	-	-	0	2.5015	1787693570.086584	1787693572.588098	62782	esrch	62782	ESRCH	1787693571.886303	P<death<W (worker died in window)
C8_orphan	10	1787693578.739049387	1787693580.202496824	1787693580.319059097	1787693580.329146121	1787693578.756593	1787693579.763538	1787693580.771896	-	0	0	62996	-	-	-	0	2.5014	1787693580.825730	1787693583.327106	62921	esrch	62921	ESRCH	1787693582.613432	P<death<W (worker died in window)
C8_orphan	11	1787693589.452184442	1787693590.930267460	1787693591.066516534	1787693591.086081502	1787693589.468875	1787693590.475312	1787693591.481912	-	0	0	63117	-	-	-	0	2.5026	1787693591.534278	1787693594.036903	63045	esrch	63045	ESRCH	1787693593.348932	P<death<W (worker died in window)
C8_orphan	12	1787693600.188775360	1787693601.640960530	1787693601.767350745	1787693601.779563048	1787693600.203173	1787693601.209399	1787693602.217765	-	0	0	63235	-	-	-	0	2.5010	1787693602.262445	1787693604.763489	63164	esrch	63164	ESRCH	1787693604.062979	P<death<W (worker died in window)
C9_ledger	1	1787693617.271807588	1787693618.744822053	1787693618.877282233	1787693618.892723184	1787693617.292781	1787693618.300735	1787693619.311525	-	0	0	63439	-	-	-	31	0.8656	1787693619.361444	1787693620.227037	63363	esrch	none	no_target	1787693621.194101	P<death<W (worker died in window)
C9_ledger	2	1787693627.962690733	1787693629.425303091	1787693629.551775598	1787693629.565583017	1787693627.983382	1787693628.991456	1787693630.008163	-	0	0	63563	-	-	-	31	0.8196	1787693630.065348	1787693630.884980	63485	esrch	none	no_target	1787693631.840785	P<death<W (worker died in window)
C9_ledger	3	1787693638.675955244	1787693640.132704679	1787693640.256201370	1787693640.267112055	1787693638.689498	1787693639.696194	1787693640.704292	-	0	0	63694	-	-	-	31	0.8257	1787693640.762190	1787693641.587923	63610	esrch	none	no_target	1787693642.547378	P<death<W (worker died in window)
C9_ledger	4	1787693649.307819152	1787693650.760130114	1787693650.876831136	1787693650.887033368	1787693649.321023	1787693650.327334	1787693651.338556	-	0	0	63822	-	-	-	31	0.8167	1787693651.375982	1787693652.192708	63747	esrch	none	no_target	1787693653.151990	P<death<W (worker died in window)
C9_ledger	5	1787693659.947472349	1787693661.410855703	1787693661.535829760	1787693661.548748642	1787693659.966202	1787693660.973354	1787693661.981649	-	0	0	63939	-	-	-	31	0.8431	1787693662.043093	1787693662.886241	63869	esrch	none	no_target	1787693663.845560	P<death<W (worker died in window)
C9_ledger	6	1787693670.676123438	1787693672.120754152	1787693672.237386716	1787693672.251073052	1787693670.691337	1787693671.698023	1787693672.711607	-	0	0	64061	-	-	-	31	0.8229	1787693672.772138	1787693673.594998	63988	esrch	none	no_target	1787693674.554243	P<death<W (worker died in window)
C9_ledger	7	1787693681.385190225	1787693682.827997493	1787693682.952887758	1787693682.969604452	1787693681.393077	1787693682.397397	1787693683.404231	-	0	0	64186	-	-	-	31	0.8426	1787693683.439212	1787693684.281850	64114	esrch	none	no_target	1787693685.238874	P<death<W (worker died in window)
C9_ledger	8	1787693692.026213621	1787693693.475579725	1787693693.596639971	1787693693.611116845	1787693692.040720	1787693693.048410	1787693694.057045	-	0	0	64304	-	-	-	31	0.8301	1787693694.117134	1787693694.947234	64233	esrch	none	no_target	1787693695.907654	P<death<W (worker died in window)
C9_ledger	9	1787693702.714627739	1787693704.174885903	1787693704.295861608	1787693704.310134358	1787693702.728036	1787693703.732056	1787693704.742576	-	0	0	64429	-	-	-	31	0.8158	1787693704.801789	1787693705.617629	64351	esrch	none	no_target	1787693706.576265	P<death<W (worker died in window)
C9_ledger	10	1787693713.377590380	1787693714.833169531	1787693714.954441151	1787693714.967887030	1787693713.394344	1787693714.399844	1787693715.407298	-	0	0	64550	-	-	-	31	0.8700	1787693715.444497	1787693716.314492	64476	esrch	none	no_target	1787693717.275326	P<death<W (worker died in window)
C9_ledger	11	1787693724.065750040	1787693725.513774901	1787693725.645307295	1787693725.657519807	1787693724.079033	1787693725.089832	1787693726.102594	-	0	0	64672	-	-	-	31	0.8301	1787693726.164489	1787693726.994620	64598	esrch	none	no_target	1787693727.957949	P<death<W (worker died in window)
C9_ledger	12	1787693734.822767505	1787693736.276109085	1787693736.404539664	1787693736.414368356	1787693734.838920	1787693735.846320	1787693736.855293	-	0	0	64802	-	-	-	31	0.8272	1787693736.922136	1787693737.749289	64725	esrch	none	no_target	1787693738.712361	P<death<W (worker died in window)
